STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019
31,049,Nebraska,Deuel County,1794
31,051,Nebraska,Dixon County,5636
31,053,Nebraska,Dodge County,36565
31,055,Nebraska,Douglas County,571327
31,057,Nebraska,Dundy County,1693
31,059,Nebraska,Fillmore County,5462
31,061,Nebraska,Franklin County,2979
31,063,Nebraska,Frontier County,2627
31,065,Nebraska,Furnas County,4676
31,067,Nebraska,Gage County,21513
31,069,Nebraska,Garden County,1837
31,071,Nebraska,Garfield County,1969
31,073,Nebraska,Gosper County,1990
31,075,Nebraska,Grant County,623
31,077,Nebraska,Greeley County,2356
31,079,Nebraska,Hall County,61353
31,081,Nebraska,Hamilton County,9324
31,083,Nebraska,Harlan County,3380
31,085,Nebraska,Hayes County,922
31,087,Nebraska,Hitchcock County,2762
31,089,Nebraska,Holt County,10067
31,091,Nebraska,Hooker County,682
31,093,Nebraska,Howard County,6445
31,095,Nebraska,Jefferson County,7046
31,097,Nebraska,Johnson County,5071
31,099,Nebraska,Kearney County,6495
31,101,Nebraska,Keith County,8034
31,103,Nebraska,Keya Paha County,806
31,105,Nebraska,Kimball County,3632
31,107,Nebraska,Knox County,8332
31,109,Nebraska,Lancaster County,319090
31,111,Nebraska,Lincoln County,34914
31,113,Nebraska,Logan County,748
31,115,Nebraska,Loup County,664
31,117,Nebraska,McPherson County,494
31,119,Nebraska,Madison County,35099
31,121,Nebraska,Merrick County,7755
31,123,Nebraska,Morrill County,4642
31,125,Nebraska,Nance County,3519
31,127,Nebraska,Nemaha County,6972
31,129,Nebraska,Nuckolls County,4148
31,131,Nebraska,Otoe County,16012
31,133,Nebraska,Pawnee County,2613
31,135,Nebraska,Perkins County,2891
31,137,Nebraska,Phelps County,9034
31,139,Nebraska,Pierce County,7148
31,141,Nebraska,Platte County,33470
31,143,Nebraska,Polk County,5213
31,145,Nebraska,Red Willow County,10724
31,147,Nebraska,Richardson County,7865
31,149,Nebraska,Rock County,1357
31,151,Nebraska,Saline County,14224
31,153,Nebraska,Sarpy County,187196
31,155,Nebraska,Saunders County,21578
31,157,Nebraska,Scotts Bluff County,35618
31,159,Nebraska,Seward County,17284
31,161,Nebraska,Sheridan County,5246
31,163,Nebraska,Sherman County,3001
31,165,Nebraska,Sioux County,1166
31,167,Nebraska,Stanton County,5920
31,169,Nebraska,Thayer County,5003
31,171,Nebraska,Thomas County,722
31,173,Nebraska,Thurston County,7224
31,175,Nebraska,Valley County,4158
31,177,Nebraska,Washington County,20729
31,179,Nebraska,Wayne County,9385
31,181,Nebraska,Webster County,3487
31,183,Nebraska,Wheeler County,783
31,185,Nebraska,York County,13679
32,000,Nevada,Nevada,3080156
32,001,Nevada,Churchill County,24909
32,003,Nevada,Clark County,2266715
32,005,Nevada,Douglas County,48905
32,007,Nevada,Elko County,52778
32,009,Nevada,Esmeralda County,873
32,011,Nevada,Eureka County,2029
32,013,Nevada,Humboldt County,16831
32,015,Nevada,Lander County,5532
32,017,Nevada,Lincoln County,5183
32,019,Nevada,Lyon County,57510
32,021,Nevada,Mineral County,4505
32,023,Nevada,Nye County,46523
32,027,Nevada,Pershing County,6725
32,029,Nevada,Storey County,4123
32,031,Nevada,Washoe County,471519
32,033,Nevada,White Pine County,9580
32,510,Nevada,Carson City,55916
33,000,New Hampshire,New Hampshire,1359711
33,001,New Hampshire,Belknap County,61303
33,003,New Hampshire,Carroll County,48910
33,005,New Hampshire,Cheshire County,76085
33,007,New Hampshire,Coos County,31563
33,009,New Hampshire,Grafton County,89886
33,011,New Hampshire,Hillsborough County,417025
33,013,New Hampshire,Merrimack County,151391
33,015,New Hampshire,Rockingham County,309769
33,017,New Hampshire,Strafford County,130633
33,019,New Hampshire,Sullivan County,43146
34,000,New Jersey,New Jersey,8882190
34,001,New Jersey,Atlantic County,263670
34,003,New Jersey,Bergen County,932202
34,005,New Jersey,Burlington County,445349
34,007,New Jersey,Camden County,506471
34,009,New Jersey,Cape May County,92039
34,011,New Jersey,Cumberland County,149527
34,013,New Jersey,Essex County,798975
34,015,New Jersey,Gloucester County,291636
34,017,New Jersey,Hudson County,672391
34,019,New Jersey,Hunterdon County,124371
34,021,New Jersey,Mercer County,367430
34,023,New Jersey,Middlesex County,825062
34,025,New Jersey,Monmouth County,618795
34,027,New Jersey,Morris County,491845
34,029,New Jersey,Ocean County,607186
34,031,New Jersey,Passaic County,501826
34,033,New Jersey,Salem County,62385
34,035,New Jersey,Somerset County,328934
34,037,New Jersey,Sussex County,140488
34,039,New Jersey,Union County,556341
34,041,New Jersey,Warren County,105267
35,000,New Mexico,New Mexico,2096829
35,001,New Mexico,Bernalillo County,679121
35,003,New Mexico,Catron County,3527
35,005,New Mexico,Chaves County,64615
35,006,New Mexico,Cibola County,26675
35,007,New Mexico,Colfax County,11941
35,009,New Mexico,Curry County,48954
35,011,New Mexico,De Baca County,1748
35,013,New Mexico,Do�a Ana County,218195
35,015,New Mexico,Eddy County,58460
35,017,New Mexico,Grant County,26998
35,019,New Mexico,Guadalupe County,4300
35,021,New Mexico,Harding County,625
35,023,New Mexico,Hidalgo County,4198
35,025,New Mexico,Lea County,71070
35,027,New Mexico,Lincoln County,19572
35,028,New Mexico,Los Alamos County,19369
35,029,New Mexico,Luna County,23709
35,031,New Mexico,McKinley County,71367
35,033,New Mexico,Mora County,4521
35,035,New Mexico,Otero County,67490
35,037,New Mexico,Quay County,8253
35,039,New Mexico,Rio Arriba County,38921
35,041,New Mexico,Roosevelt County,18500
35,043,New Mexico,Sandoval County,146748
35,045,New Mexico,San Juan County,123958
35,047,New Mexico,San Miguel County,27277
35,049,New Mexico,Santa Fe County,150358
35,051,New Mexico,Sierra County,10791
35,053,New Mexico,Socorro County,16637
35,055,New Mexico,Taos County,32723
35,057,New Mexico,Torrance County,15461
35,059,New Mexico,Union County,4059
35,061,New Mexico,Valencia County,76688
36,000,New York,New York,19453561
36,001,New York,Albany County,305506
36,003,New York,Allegany County,46091
36,005,New York,Bronx County,1418207
36,007,New York,Broome County,190488
36,009,New York,Cattaraugus County,76117
36,011,New York,Cayuga County,76576
36,013,New York,Chautauqua County,126903
36,015,New York,Chemung County,83456
36,017,New York,Chenango County,47207
36,019,New York,Clinton County,80485
36,021,New York,Columbia County,59461
36,023,New York,Cortland County,47581
36,025,New York,Delaware County,44135
36,027,New York,Dutchess County,294218
36,029,New York,Erie County,918702
36,031,New York,Essex County,36885
36,033,New York,Franklin County,50022
36,035,New York,Fulton County,53383
36,037,New York,Genesee County,57280
36,039,New York,Greene County,47188
36,041,New York,Hamilton County,4416
36,043,New York,Herkimer County,61319
36,045,New York,Jefferson County,109834
36,047,New York,Kings County,2559903
36,049,New York,Lewis County,26296
36,051,New York,Livingston County,62914
36,053,New York,Madison County,70941
36,055,New York,Monroe County,741770
36,057,New York,Montgomery County,49221
36,059,New York,Nassau County,1356924
36,061,New York,New York County,1628706
36,063,New York,Niagara County,209281
36,065,New York,Oneida County,228671
36,067,New York,Onondaga County,460528
36,069,New York,Ontario County,109777
36,071,New York,Orange County,384940
36,073,New York,Orleans County,40352
36,075,New York,Oswego County,117124
36,077,New York,Otsego County,59493
36,079,New York,Putnam County,98320
36,081,New York,Queens County,2253858
36,083,New York,Rensselaer County,158714
36,085,New York,Richmond County,476143
36,087,New York,Rockland County,325789
36,089,New York,St. Lawrence County,107740
36,091,New York,Saratoga County,229863
36,093,New York,Schenectady County,155299
36,095,New York,Schoharie County,30999
36,097,New York,Schuyler County,17807
36,099,New York,Seneca County,34016
36,101,New York,Steuben County,95379
36,103,New York,Suffolk County,1476601
36,105,New York,Sullivan County,75432
36,107,New York,Tioga County,48203
36,109,New York,Tompkins County,102180
36,111,New York,Ulster County,177573
36,113,New York,Warren County,63944
36,115,New York,Washington County,61204
36,117,New York,Wayne County,89918
36,119,New York,Westchester County,967506
36,121,New York,Wyoming County,39859
36,123,New York,Yates County,24913
37,000,North Carolina,North Carolina,10488084
37,001,North Carolina,Alamance County,169509
37,003,North Carolina,Alexander County,37497
37,005,North Carolina,Alleghany County,11137
37,007,North Carolina,Anson County,24446
37,009,North Carolina,Ashe County,27203
37,011,North Carolina,Avery County,17557
37,013,North Carolina,Beaufort County,46994
37,015,North Carolina,Bertie County,18947
37,017,North Carolina,Bladen County,32722
37,019,North Carolina,Brunswick County,142820
37,021,North Carolina,Buncombe County,261191
37,023,North Carolina,Burke County,90485
37,025,North Carolina,Cabarrus County,216453
37,027,North Carolina,Caldwell County,82178
37,029,North Carolina,Camden County,10867
37,031,North Carolina,Carteret County,69473
37,033,North Carolina,Caswell County,22604
37,035,North Carolina,Catawba County,159551
37,037,North Carolina,Chatham County,74470
37,039,North Carolina,Cherokee County,28612
37,041,North Carolina,Chowan County,13943
37,043,North Carolina,Clay County,11231
37,045,North Carolina,Cleveland County,97947
37,047,North Carolina,Columbus County,55508
37,049,North Carolina,Craven County,102139
37,051,North Carolina,Cumberland County,335509
37,053,North Carolina,Currituck County,27763
37,055,North Carolina,Dare County,37009
37,057,North Carolina,Davidson County,167609
37,059,North Carolina,Davie County,42846
37,061,North Carolina,Duplin County,58741
37,063,North Carolina,Durham County,321488
37,065,North Carolina,Edgecombe County,51472
37,067,North Carolina,Forsyth County,382295
37,069,North Carolina,Franklin County,69685
37,071,North Carolina,Gaston County,224529
37,073,North Carolina,Gates County,11562
37,075,North Carolina,Graham County,8441
37,077,North Carolina,Granville County,60443
37,079,North Carolina,Greene County,21069
37,081,North Carolina,Guilford County,537174
37,083,North Carolina,Halifax County,50010
37,085,North Carolina,Harnett County,135976
37,087,North Carolina,Haywood County,62317
37,089,North Carolina,Henderson County,117417
37,091,North Carolina,Hertford County,23677
37,093,North Carolina,Hoke County,55234
37,095,North Carolina,Hyde County,4937
37,097,North Carolina,Iredell County,181806
37,099,North Carolina,Jackson County,43938
37,101,North Carolina,Johnston County,209339
37,103,North Carolina,Jones County,9419
37,105,North Carolina,Lee County,61779
37,107,North Carolina,Lenoir County,55949
37,109,North Carolina,Lincoln County,86111
37,111,North Carolina,McDowell County,45756
37,113,North Carolina,Macon County,35858
37,115,North Carolina,Madison County,21755
37,117,North Carolina,Martin County,22440
37,119,North Carolina,Mecklenburg County,1110356
37,121,North Carolina,Mitchell County,14964
37,123,North Carolina,Montgomery County,27173
37,125,North Carolina,Moore County,100880
37,127,North Carolina,Nash County,94298
37,129,North Carolina,New Hanover County,234473
37,131,North Carolina,Northampton County,19483
37,133,North Carolina,Onslow County,197938
37,135,North Carolina,Orange County,148476
37,137,North Carolina,Pamlico County,12726
37,139,North Carolina,Pasquotank County,39824
37,141,North Carolina,Pender County,63060
37,143,North Carolina,Perquimans County,13463
37,145,North Carolina,Person County,39490
37,147,North Carolina,Pitt County,180742
37,149,North Carolina,Polk County,20724
37,151,North Carolina,Randolph County,143667
37,153,North Carolina,Richmond County,44829
37,155,North Carolina,Robeson County,130625
37,157,North Carolina,Rockingham County,91010
37,159,North Carolina,Rowan County,142088
37,161,North Carolina,Rutherford County,67029
37,163,North Carolina,Sampson County,63531
37,165,North Carolina,Scotland County,34823
37,167,North Carolina,Stanly County,62806
37,169,North Carolina,Stokes County,45591
37,171,North Carolina,Surry County,71783
37,173,North Carolina,Swain County,14271
37,175,North Carolina,Transylvania County,34385
37,177,North Carolina,Tyrrell County,4016
37,179,North Carolina,Union County,239859
37,181,North Carolina,Vance County,44535
37,183,North Carolina,Wake County,1111761
37,185,North Carolina,Warren County,19731
37,187,North Carolina,Washington County,11580
37,189,North Carolina,Watauga County,56177
37,191,North Carolina,Wayne County,123131
37,193,North Carolina,Wilkes County,68412
37,195,North Carolina,Wilson County,81801
37,197,North Carolina,Yadkin County,37667
37,199,North Carolina,Yancey County,18069
38,000,North Dakota,North Dakota,762062
38,001,North Dakota,Adams County,2216
38,003,North Dakota,Barnes County,10415
38,005,North Dakota,Benson County,6832
38,007,North Dakota,Billings County,928
38,009,North Dakota,Bottineau County,6282
38,011,North Dakota,Bowman County,3024
38,013,North Dakota,Burke County,2115
38,015,North Dakota,Burleigh County,95626
38,017,North Dakota,Cass County,181923
38,019,North Dakota,Cavalier County,3762
38,021,North Dakota,Dickey County,4872
38,023,North Dakota,Divide County,2264
38,025,North Dakota,Dunn County,4424
38,027,North Dakota,Eddy County,2287
38,029,North Dakota,Emmons County,3241
38,031,North Dakota,Foster County,3210
38,033,North Dakota,Golden Valley County,1761
38,035,North Dakota,Grand Forks County,69451
38,037,North Dakota,Grant County,2274
38,039,North Dakota,Griggs County,2231
38,041,North Dakota,Hettinger County,2499
38,043,North Dakota,Kidder County,2480
38,045,North Dakota,LaMoure County,4046
38,047,North Dakota,Logan County,1850
38,049,North Dakota,McHenry County,5745
38,051,North Dakota,McIntosh County,2497
38,053,North Dakota,McKenzie County,15024
38,055,North Dakota,McLean County,9450
38,057,North Dakota,Mercer County,8187
38,059,North Dakota,Morton County,31364
38,061,North Dakota,Mountrail County,10545
38,063,North Dakota,Nelson County,2879
38,065,North Dakota,Oliver County,1959
38,067,North Dakota,Pembina County,6801
38,069,North Dakota,Pierce County,3975
38,071,North Dakota,Ramsey County,11519
38,073,North Dakota,Ransom County,5218
38,075,North Dakota,Renville County,2327
38,077,North Dakota,Richland County,16177
38,079,North Dakota,Rolette County,14176
38,081,North Dakota,Sargent County,3898
38,083,North Dakota,Sheridan County,1315
38,085,North Dakota,Sioux County,4230
38,087,North Dakota,Slope County,750
38,089,North Dakota,Stark County,31489
38,091,North Dakota,Steele County,1890
38,093,North Dakota,Stutsman County,20704
38,095,North Dakota,Towner County,2189
38,097,North Dakota,Traill County,8036
38,099,North Dakota,Walsh County,10641
38,101,North Dakota,Ward County,67641
38,103,North Dakota,Wells County,3834
38,105,North Dakota,Williams County,37589
39,000,Ohio,Ohio,11689100
39,001,Ohio,Adams County,27698
39,003,Ohio,Allen County,102351
39,005,Ohio,Ashland County,53484
39,007,Ohio,Ashtabula County,97241
39,009,Ohio,Athens County,65327
39,011,Ohio,Auglaize County,45656
39,013,Ohio,Belmont County,67006
39,015,Ohio,Brown County,43432
39,017,Ohio,Butler County,383134
39,019,Ohio,Carroll County,26914
39,021,Ohio,Champaign County,38885
39,023,Ohio,Clark County,134083
39,025,Ohio,Clermont County,206428
39,027,Ohio,Clinton County,41968
39,029,Ohio,Columbiana County,101883
39,031,Ohio,Coshocton County,36600
39,033,Ohio,Crawford County,41494
39,035,Ohio,Cuyahoga County,1235072
39,037,Ohio,Darke County,51113
39,039,Ohio,Defiance County,38087
39,041,Ohio,Delaware County,209177
39,043,Ohio,Erie County,74266
39,045,Ohio,Fairfield County,157574
39,047,Ohio,Fayette County,28525
39,049,Ohio,Franklin County,1316756
39,051,Ohio,Fulton County,42126
39,053,Ohio,Gallia County,29898
39,055,Ohio,Geauga County,93649
39,057,Ohio,Greene County,168937
39,059,Ohio,Guernsey County,38875
39,061,Ohio,Hamilton County,817473
39,063,Ohio,Hancock County,75783
39,065,Ohio,Hardin County,31365
39,067,Ohio,Harrison County,15040
39,069,Ohio,Henry County,27006
39,071,Ohio,Highland County,43161
39,073,Ohio,Hocking County,28264
39,075,Ohio,Holmes County,43960
39,077,Ohio,Huron County,58266
39,079,Ohio,Jackson County,32413
39,081,Ohio,Jefferson County,65325
39,083,Ohio,Knox County,62322
39,085,Ohio,Lake County,230149
39,087,Ohio,Lawrence County,59463
39,089,Ohio,Licking County,176862
39,091,Ohio,Logan County,45672
39,093,Ohio,Lorain County,309833
39,095,Ohio,Lucas County,428348
39,097,Ohio,Madison County,44731
39,099,Ohio,Mahoning County,228683
39,101,Ohio,Marion County,65093
39,103,Ohio,Medina County,179746
39,105,Ohio,Meigs County,22907
39,107,Ohio,Mercer County,41172
39,109,Ohio,Miami County,106987
39,111,Ohio,Monroe County,13654
39,113,Ohio,Montgomery County,531687
39,115,Ohio,Morgan County,14508
39,117,Ohio,Morrow County,35328
39,119,Ohio,Muskingum County,86215
39,121,Ohio,Noble County,14424
39,123,Ohio,Ottawa County,40525
39,125,Ohio,Paulding County,18672
39,127,Ohio,Perry County,36134
39,129,Ohio,Pickaway County,58457
39,131,Ohio,Pike County,27772
39,133,Ohio,Portage County,162466
39,135,Ohio,Preble County,40882
39,137,Ohio,Putnam County,33861
39,139,Ohio,Richland County,121154
39,141,Ohio,Ross County,76666
39,143,Ohio,Sandusky County,58518
39,145,Ohio,Scioto County,75314
39,147,Ohio,Seneca County,55178
39,149,Ohio,Shelby County,48590
39,151,Ohio,Stark County,370606
39,153,Ohio,Summit County,541013
39,155,Ohio,Trumbull County,197974
39,157,Ohio,Tuscarawas County,91987
39,159,Ohio,Union County,58988
39,161,Ohio,Van Wert County,28275
39,163,Ohio,Vinton County,13085
39,165,Ohio,Warren County,234602
39,167,Ohio,Washington County,59911
39,169,Ohio,Wayne County,115710
39,171,Ohio,Williams County,36692
39,173,Ohio,Wood County,130817
39,175,Ohio,Wyandot County,21772
40,000,Oklahoma,Oklahoma,3956971
40,001,Oklahoma,Adair County,22194
40,003,Oklahoma,Alfalfa County,5702
40,005,Oklahoma,Atoka County,13758
40,007,Oklahoma,Beaver County,5311
40,009,Oklahoma,Beckham County,21859
40,011,Oklahoma,Blaine County,9429
40,013,Oklahoma,Bryan County,47995
40,015,Oklahoma,Caddo County,28762
40,017,Oklahoma,Canadian County,148306
40,019,Oklahoma,Carter County,48111
40,021,Oklahoma,Cherokee County,48657
40,023,Oklahoma,Choctaw County,14672
40,025,Oklahoma,Cimarron County,2137
40,027,Oklahoma,Cleveland County,284014
40,029,Oklahoma,Coal County,5495
40,031,Oklahoma,Comanche County,120749
40,033,Oklahoma,Cotton County,5666
40,035,Oklahoma,Craig County,14142
40,037,Oklahoma,Creek County,71522
40,039,Oklahoma,Custer County,29003
40,041,Oklahoma,Delaware County,43009
40,043,Oklahoma,Dewey County,4891
40,045,Oklahoma,Ellis County,3859
40,047,Oklahoma,Garfield County,61056
40,049,Oklahoma,Garvin County,27711
40,051,Oklahoma,Grady County,55834
40,053,Oklahoma,Grant County,4333
40,055,Oklahoma,Greer County,5712
40,057,Oklahoma,Harmon County,2653
40,059,Oklahoma,Harper County,3688
40,061,Oklahoma,Haskell County,12627
40,063,Oklahoma,Hughes County,13279
40,065,Oklahoma,Jackson County,24530
40,067,Oklahoma,Jefferson County,6002
40,069,Oklahoma,Johnston County,11085
40,071,Oklahoma,Kay County,43538
40,073,Oklahoma,Kingfisher County,15765
40,075,Oklahoma,Kiowa County,8708
40,077,Oklahoma,Latimer County,10073
40,079,Oklahoma,Le Flore County,49853
40,081,Oklahoma,Lincoln County,34877
40,083,Oklahoma,Logan County,48011
40,085,Oklahoma,Love County,10253
40,087,Oklahoma,McClain County,40474
40,089,Oklahoma,McCurtain County,32832
40,091,Oklahoma,McIntosh County,19596
40,093,Oklahoma,Major County,7629
40,095,Oklahoma,Marshall County,16931
40,097,Oklahoma,Mayes County,41100
40,099,Oklahoma,Murray County,14073
40,101,Oklahoma,Muskogee County,67997
40,103,Oklahoma,Noble County,11131
40,105,Oklahoma,Nowata County,10076
40,107,Oklahoma,Okfuskee County,11993
40,109,Oklahoma,Oklahoma County,797434
40,111,Oklahoma,Okmulgee County,38465
40,113,Oklahoma,Osage County,46963
40,115,Oklahoma,Ottawa County,31127
40,117,Oklahoma,Pawnee County,16376
40,119,Oklahoma,Payne County,81784
40,121,Oklahoma,Pittsburg County,43654
40,123,Oklahoma,Pontotoc County,38284
40,125,Oklahoma,Pottawatomie County,72592
40,127,Oklahoma,Pushmataha County,11096
40,129,Oklahoma,Roger Mills County,3583
40,131,Oklahoma,Rogers County,92459
40,133,Oklahoma,Seminole County,24258
40,135,Oklahoma,Sequoyah County,41569
40,137,Oklahoma,Stephens County,43143
40,139,Oklahoma,Texas County,19983
40,141,Oklahoma,Tillman County,7250
40,143,Oklahoma,Tulsa County,651552
40,145,Oklahoma,Wagoner County,81289
40,147,Oklahoma,Washington County,51527
40,149,Oklahoma,Washita County,10916
40,151,Oklahoma,Woods County,8793
40,153,Oklahoma,Woodward County,20211
41,000,Oregon,Oregon,4217737
41,001,Oregon,Baker County,16124
41,003,Oregon,Benton County,93053
41,005,Oregon,Clackamas County,418187
41,007,Oregon,Clatsop County,40224
41,009,Oregon,Columbia County,52354
41,011,Oregon,Coos County,64487
41,013,Oregon,Crook County,24404
41,015,Oregon,Curry County,22925
41,017,Oregon,Deschutes County,197692
41,019,Oregon,Douglas County,110980
41,021,Oregon,Gilliam County,1912
41,023,Oregon,Grant County,7199
41,025,Oregon,Harney County,7393
41,027,Oregon,Hood River County,23382
41,029,Oregon,Jackson County,220944
41,031,Oregon,Jefferson County,24658
41,033,Oregon,Josephine County,87487
41,035,Oregon,Klamath County,68238
41,037,Oregon,Lake County,7869
41,039,Oregon,Lane County,382067
41,041,Oregon,Lincoln County,49962
41,043,Oregon,Linn County,129749
41,045,Oregon,Malheur County,30571
41,047,Oregon,Marion County,347818
41,049,Oregon,Morrow County,11603
41,051,Oregon,Multnomah County,812855
41,053,Oregon,Polk County,86085
41,055,Oregon,Sherman County,1780
41,057,Oregon,Tillamook County,27036
41,059,Oregon,Umatilla County,77950
41,061,Oregon,Union County,26835
41,063,Oregon,Wallowa County,7208
41,065,Oregon,Wasco County,26682
41,067,Oregon,Washington County,601592
41,069,Oregon,Wheeler County,1332
41,071,Oregon,Yamhill County,107100
42,000,Pennsylvania,Pennsylvania,12801989
42,001,Pennsylvania,Adams County,103009
42,003,Pennsylvania,Allegheny County,1216045
42,005,Pennsylvania,Armstrong County,64735
42,007,Pennsylvania,Beaver County,163929
42,009,Pennsylvania,Bedford County,47888
42,011,Pennsylvania,Berks County,421164
42,013,Pennsylvania,Blair County,121829
42,015,Pennsylvania,Bradford County,60323
42,017,Pennsylvania,Bucks County,628270
42,019,Pennsylvania,Butler County,187853
42,021,Pennsylvania,Cambria County,130192
42,023,Pennsylvania,Cameron County,4447
42,025,Pennsylvania,Carbon County,64182
42,027,Pennsylvania,Centre County,162385
42,029,Pennsylvania,Chester County,524989
42,031,Pennsylvania,Clarion County,38438
42,033,Pennsylvania,Clearfield County,79255
42,035,Pennsylvania,Clinton County,38632
42,037,Pennsylvania,Columbia County,64964
42,039,Pennsylvania,Crawford County,84629
42,041,Pennsylvania,Cumberland County,253370
42,043,Pennsylvania,Dauphin County,278299
42,045,Pennsylvania,Delaware County,566747
42,047,Pennsylvania,Elk County,29910
42,049,Pennsylvania,Erie County,269728
42,051,Pennsylvania,Fayette County,129274
42,053,Pennsylvania,Forest County,7247
42,055,Pennsylvania,Franklin County,155027
42,057,Pennsylvania,Fulton County,14530
42,059,Pennsylvania,Greene County,36233
42,061,Pennsylvania,Huntingdon County,45144
42,063,Pennsylvania,Indiana County,84073
42,065,Pennsylvania,Jefferson County,43425
42,067,Pennsylvania,Juniata County,24763
42,069,Pennsylvania,Lackawanna County,209674
42,071,Pennsylvania,Lancaster County,545724
42,073,Pennsylvania,Lawrence County,85512
42,075,Pennsylvania,Lebanon County,141793
42,077,Pennsylvania,Lehigh County,369318
42,079,Pennsylvania,Luzerne County,317417
42,081,Pennsylvania,Lycoming County,113299
42,083,Pennsylvania,McKean County,40625
42,085,Pennsylvania,Mercer County,109424
42,087,Pennsylvania,Mifflin County,46138
42,089,Pennsylvania,Monroe County,170271
42,091,Pennsylvania,Montgomery County,830915
42,093,Pennsylvania,Montour County,18230
42,095,Pennsylvania,Northampton County,305285
42,097,Pennsylvania,Northumberland County,90843
42,099,Pennsylvania,Perry County,46272
42,101,Pennsylvania,Philadelphia County,1584064
42,103,Pennsylvania,Pike County,55809
42,105,Pennsylvania,Potter County,16526
42,107,Pennsylvania,Schuylkill County,141359
42,109,Pennsylvania,Snyder County,40372
42,111,Pennsylvania,Somerset County,73447
42,113,Pennsylvania,Sullivan County,6066
42,115,Pennsylvania,Susquehanna County,40328
42,117,Pennsylvania,Tioga County,40591
42,119,Pennsylvania,Union County,44923
42,121,Pennsylvania,Venango County,50668
42,123,Pennsylvania,Warren County,39191
42,125,Pennsylvania,Washington County,206865
42,127,Pennsylvania,Wayne County,51361
42,129,Pennsylvania,Westmoreland County,348899
42,131,Pennsylvania,Wyoming County,26794
42,133,Pennsylvania,York County,449058
44,000,Rhode Island,Rhode Island,1059361
44,001,Rhode Island,Bristol County,48479
44,003,Rhode Island,Kent County,164292
44,005,Rhode Island,Newport County,82082
44,007,Rhode Island,Providence County,638931
44,009,Rhode Island,Washington County,125577
45,000,South Carolina,South Carolina,5148714
45,001,South Carolina,Abbeville County,24527
45,003,South Carolina,Aiken County,170872
45,005,South Carolina,Allendale County,8688
45,007,South Carolina,Anderson County,202558
45,009,South Carolina,Bamberg County,14066
45,011,South Carolina,Barnwell County,20866
45,013,South Carolina,Beaufort County,192122
45,015,South Carolina,Berkeley County,227907
45,017,South Carolina,Calhoun County,14553
45,019,South Carolina,Charleston County,411406
45,021,South Carolina,Cherokee County,57300
45,023,South Carolina,Chester County,32244
45,025,South Carolina,Chesterfield County,45650
45,027,South Carolina,Clarendon County,33745
45,029,South Carolina,Colleton County,37677
45,031,South Carolina,Darlington County,66618
45,033,South Carolina,Dillon County,30479
45,035,South Carolina,Dorchester County,162809
45,037,South Carolina,Edgefield County,27260
45,039,South Carolina,Fairfield County,22347
45,041,South Carolina,Florence County,138293
45,043,South Carolina,Georgetown County,62680
45,045,South Carolina,Greenville County,523542
45,047,South Carolina,Greenwood County,70811
45,049,South Carolina,Hampton County,19222
45,051,South Carolina,Horry County,354081
45,053,South Carolina,Jasper County,30073
45,055,South Carolina,Kershaw County,66551
45,057,South Carolina,Lancaster County,98012
45,059,South Carolina,Laurens County,67493
45,061,South Carolina,Lee County,16828
45,063,South Carolina,Lexington County,298750
45,065,South Carolina,McCormick County,9463
45,067,South Carolina,Marion County,30657
45,069,South Carolina,Marlboro County,26118
45,071,South Carolina,Newberry County,38440
45,073,South Carolina,Oconee County,79546
45,075,South Carolina,Orangeburg County,86175
45,077,South Carolina,Pickens County,126884
45,079,South Carolina,Richland County,415759
45,081,South Carolina,Saluda County,20473
45,083,South Carolina,Spartanburg County,319785
45,085,South Carolina,Sumter County,106721
45,087,South Carolina,Union County,27316
45,089,South Carolina,Williamsburg County,30368
45,091,South Carolina,York County,280979
46,000,South Dakota,South Dakota,884659
46,003,South Dakota,Aurora County,2751
46,005,South Dakota,Beadle County,18453
46,007,South Dakota,Bennett County,3365
46,009,South Dakota,Bon Homme County,6901
46,011,South Dakota,Brookings County,35077
46,013,South Dakota,Brown County,38839
46,015,South Dakota,Brule County,5297
46,017,South Dakota,Buffalo County,1962
46,019,South Dakota,Butte County,10429
46,021,South Dakota,Campbell County,1376
46,023,South Dakota,Charles Mix County,9292
46,025,South Dakota,Clark County,3736
46,027,South Dakota,Clay County,14070
46,029,South Dakota,Codington County,28009
46,031,South Dakota,Corson County,4086
46,033,South Dakota,Custer County,8972
46,035,South Dakota,Davison County,19775
46,037,South Dakota,Day County,5424
46,039,South Dakota,Deuel County,4351
46,041,South Dakota,Dewey County,5892
46,043,South Dakota,Douglas County,2921
46,045,South Dakota,Edmunds County,3829
46,047,South Dakota,Fall River County,6713
46,049,South Dakota,Faulk County,2299
46,051,South Dakota,Grant County,7052
46,053,South Dakota,Gregory County,4185
46,055,South Dakota,Haakon County,1899
46,057,South Dakota,Hamlin County,6164
46,059,South Dakota,Hand County,3191
46,061,South Dakota,Hanson County,3453
46,063,South Dakota,Harding County,1298
46,065,South Dakota,Hughes County,17526
46,067,South Dakota,Hutchinson County,7291
46,069,South Dakota,Hyde County,1301
46,071,South Dakota,Jackson County,3344
46,073,South Dakota,Jerauld County,2013
46,075,South Dakota,Jones County,903
46,077,South Dakota,Kingsbury County,4939
46,079,South Dakota,Lake County,12797
46,081,South Dakota,Lawrence County,25844
